// Musket Ridge 2015 MISGA Schedule
23213032809232;3/28/2013 9:00:00 AM;Home;Opening Day & Meeting;$47;9:00 a;3/23/2013 12:00:00 PM;301-293-9930, x110;60;R89;;2/2/2013 9:00:00 AM
23213040209232;4/2/2013 9:00:00 AM;Home;Cress Creek CC, Leisure World, Walden GC;$45;9:00 a;3/29/2013 12:00:00 PM;301-293-9930, x110;60;R89;;2/9/2013 9:00:00 AM
23213040809309;4/8/2013 9:00:00 AM;MISGA;Annual Reps Meeting at Prospect Bay;;9:00 a;4/4/2013 12:00:00 PM;;6;;;3/8/2013 9:00:00 AM
23213041708216;4/17/2013 8:30:00 AM;Away;Holly Hills CC;$50*;8:30 a;4/13/2013 12:00:00 PM;301-694-7210;30;;;2/23/2013 9:00:00 AM
23213042309232;4/23/2013 9:00:00 AM;Home;Norbeck CC, Patuxent Greens;$45;9:00 a;4/19/2013 12:00:00 PM;301-293-9930, x110;60;R89;;3/2/2013 9:00:00 AM
23213042409629;4/24/2013 9:00:00 AM;Away;NGC Tantallon;$40*;9:00 a;4/20/2013 12:00:00 PM;301-292-0003;50;;;3/2/2013 9:00:00 AM
23213043009232;4/30/2013 9:00:00 AM;Home;Beaver Creek CC;$45;9:00 a;4/26/2013 12:00:00 PM;301-293-9930, x110;60;R89;;3/9/2013 9:00:00 AM
23213050709232;5/7/2013 9:00:00 AM;Home;Rattlewood GC;$45;9:00 a;5/3/2013 12:00:00 PM;301-293-9930, x110;60;R89;;3/16/2013 9:00:00 AM
23213050909440;5/9/2013 9:00:00 AM;Away;Norbeck CC;$44*;9:00 a;5/5/2013 12:00:00 PM;301-774-7706;30;R90;;3/16/2013 9:00:00 AM
23213051408217;5/14/2013 8:30:00 AM;Away;Hunt Valley CC;$43*;8:30 a;5/10/2013 12:00:00 PM;410-527-3304;30;;;3/23/2013 9:00:00 AM
23213051408900;5/14/2013 8:00:00 AM;MISGA;Spring Fling May 14 - 16 at Williamsburg, VA;;8:00 a;4/14/2013 12:00:00 PM;;20;;;3/15/2013 9:00:00 AM
23213051508230;5/15/2013 8:30:00 AM;Away;Challedon GC;$37;8:30 a;5/11/2013 12:00:00 PM;301-829-3000;50;;;3/23/2013 9:00:00 AM
23213051509631;5/15/2013 9:00:00 AM;Away;Naval Academy;$45*;9:00 a;5/12/2013 12:00:00 PM;410-293-9747;20;;;3/23/2013 9:00:00 AM
23213051609233;5/16/2013 9:00:00 AM;Away;Fountain Head CC;$45*;9:00 a;5/12/2013 12:00:00 PM;301-733-5940;30;;;3/23/2013 9:00:00 AM
23213052108432;5/21/2013 8:30:00 AM;Away;Argyle CC;$45*;8:30 a;5/17/2013 12:00:00 PM;301-598-6949;35;;;3/30/2013 9:00:00 AM
23213052209627;5/22/2013 9:00:00 AM;Away;Patuxent Greens;$44*;9:00 a;5/18/2013 12:00:00 PM;301-776-5533;50;;;3/30/2013 9:00:00 AM
23213052308219;5/23/2013 8:30:00 AM;Away;Rolling Road CC;$43*;8:30 a;5/19/2013 12:00:00 PM;410-747-6070;50;R89;;3/30/2013 9:00:00 AM
23213052809232;5/28/2013 9:00:00 AM;Home;Glade Valley GC, Hobbits Glen GC;$45;9:00 a;5/24/2013 12:00:00 PM;301-293-9930, x110;60;R89;;4/6/2013 9:00:00 AM
23213052909442;5/29/2013 9:00:00 AM;Away;Bretton Woods CC;$45*;9:00 a;5/25/2013 12:00:00 PM;301-948-3357, ext 310;50;;;4/6/2013 9:00:00 AM
23213060408232;6/4/2013 8:30:00 AM;Home;Argyle CC, Hog Neck, Hunt Valley CC, Rolling Road CC, Westminster National GC;$45;8:30 a;5/31/2013 12:00:00 PM;301-293-9930, x110;60;R89;;4/13/2013 9:00:00 AM
23213061108232;6/11/2013 8:30:00 AM;Home;Beaver Creek CC, Cress Creek CC, NGC Tantallon, Walden GC;$45;8:30 a;6/7/2013 12:00:00 PM;301-293-9930, x110;60;R89;;4/20/2013 9:00:00 AM
23213061309233;6/13/2013 9:00:00 AM;MISGA;Division II Two Man at Fountain Head CC;$80;9:00 a;5/14/2013 12:00:00 PM;;12;;Guest;4/14/2013 9:00:00 AM
23213061309434;6/13/2013 9:00:00 AM;Away;Hobbits Glen GC;$43*;9:00 a;6/5/2013 12:00:00 PM;410-730-5980;30;;;4/20/2013 9:00:00 AM
23213061808232;6/18/2013 8:30:00 AM;Home;Fairway Hills GC, Kenwood CC;$45;8:30 a;6/14/2013 12:00:00 PM;301-293-9930, x110;60;R89;;4/27/2013 9:00:00 AM
23213061908230;6/19/2013 8:30:00 AM;Away;Challedon GC;$37;8:30 a;6/15/2013 12:00:00 PM;301-829-3000;50;;;4/27/2013 9:00:00 AM
23213062508232;6/25/2013 8:30:00 AM;Home;Bretton Woods CC, Cross Creek GC, Naval Academy;$45;8:30 a;6/21/2013 12:00:00 PM;301-293-9930, x110;60;R89;;5/4/2013 9:00:00 AM
23213070208227;7/2/2013 8:45:00 AM;Away;Westminster National GC;$38*;8:45 a;6/28/2013 12:00:00 PM;410-876-4653;50;;;5/11/2013 9:00:00 AM
23213070908217;7/9/2013 8:30:00 AM;Away;Hunt Valley CC;$43*;8:30 a;7/5/2013 12:00:00 PM;410-527-3304;30;;;5/18/2013 9:00:00 AM
23213071008630;7/10/2013 8:30:00 AM;Away;Univ. of Maryland GC;$45*;8:30 a;7/6/2013 12:00:00 PM;301-314-4653;25;4A;;5/18/2013 9:00:00 AM
23213071008641;7/10/2013 8:30:00 AM;Away;Bowie G&CC;$45*;8:30 a;7/4/2013 12:00:00 PM;301-262-8141;25;;;5/18/2013 9:00:00 AM
